He had also heard about the IBM System R database from an article in the `` IBM Research Journal '' by Ed Oates .,He heard about the IBM System R database from an article in the `` IBM Research Journal '' provided by Oates .,Science,0.3,0
"The `` absolute yield '' gives the weight in grams , and the `` molar yield '' gives the number of moles .",The absolute yield can be given as the weight in grams or in moles ( molar yield ) .,Science,0.37,1
"The book was published on 15 May 1862 under the full title `` On the various contrivances by which British and foreign orchids are fertilised by insects , and on the good effects of intercrossing '' .","On 15 May 1862 the book was published under the full title of `` On the various contrivances by which British and foreign orchids are fertilised by insects , and on the good effects of intercrossing '' .",Science,0.47,1
He is the only person to win two Nobel Prizes in Physics .,He became the first person to win two Nobel Prizes in the same field .,Science,0.61,1
"Captive longevity is 20 to 30 years , with rare accounts of over 40 years , making them a long-term commitment as a pet .","Captive life expectancy is 20 to 30 years , with rare accounts over 40 years , making them a long-term commitment as a pet .",Science,0.29,1
"The rotational period of the interior of Uranus is 17 hours , 14 minutes , clockwise ( retrograde ) .","The rotational period of the interior of Uranus is 17 hours , 14 minutes .",Science,0.6,1
She is a graduate of the Swinbourne College of Technology .,She is a graduate of the Swinburne College of Technology .,Science,0.44,1
Pterygota is a subclass of insects that includes the winged insects .,The Pterygota are a subclass of insects that includes the winged insects .,Science,0.34,1
"Others solids form adducts with other gases , ( for example CO or ethylene ) .","Others form adducts with other gases , e.g .",Science,0.31,1
"According to Zhu Xi , knowledge and action were indivisible components of truly intelligent activity .","According to Zhu Xi 's epistemology , knowledge and action were indivisible components of truly intelligent activity .",Science,0.31,1
"Also , the blink reflex protects the eye from things touching it .","Moreover , the blink reflex protects the eye from foreign bodies .",Science,0.56,1
Family members are distinguished by having from five to 13 dorsal spines number .,Family members are distinguished by having at least three anal spines .,Science,0.29,1
"90 % of head and neck cancers are squamous cell carcinomas ( SCCHN ) , originating from the mucosal lining ( epithelium ) of these regions .",These cancers commonly originate from the mucosal lining ( epithelium ) of these regions .,Science,0.46,1
This site also shows some of the earliest evidence of `` H. erectus '' eating meat .,This site also shows some of the earliest evidence of carnivory in `` H. erectus '' .,Science,0.59,1
The classification of the Apterygota changed over time .,The composition and classification of Apterygota changed over time .,Science,0.45,1
Natron was also a cleanser for the teeth and an early mouthwash .,"Undiluted , natron was a cleanser for the teeth and an early mouthwash .",Science,0.3,1
"Fitted curves can be used to help data visualization , to guess values of a function where no data is available , and to summarize the relationships among two or more variables .","Fitted curves can be used as an aid for data visualization , to infer values of a function where no data are available , and to summarize the relationships among two or more variables .",Science,0.31,1
"Samantha Cristoforetti ( born April 26 , 1977 ) is an Italian European Space Agency astronaut , Italian Air Force pilot an engineer .","Samantha Cristoforetti ( ; born 26 April 1977 in Milan ) is an Italian European Space Agency astronaut , Italian Air Force pilot and engineer .",Science,0.44,0
"Since the answer had been unsure , there was no more expeditions to Alberta .","Since the answer had been unsure , there were no more expeditions to Alberta .",Science,0.36,0
"announcement was immediately correlated with an August 6 2000 observation by the team of Brett J. Gladman , John J. Kavelaars , Jean-Marc Petit , Hans Scholl , Matthew J. Holman , Brian G. Marsden , Philip D. Nicholson and Joseph A. Burns — an observation that was reported to the Minor Planet Center but not published as an IAU Circular ( IAUC ) .","This observation was immediately correlated with an observation on August 6 , 2000 , by the team of Brett J. Gladman , John J. Kavelaars , Jean-Marc Petit , Hans Scholl , Matthew J. Holman , Brian G. Marsden , Philip D. Nicholson and Joseph A. Burns , which was reported to the Minor Planet Center but not published as an IAU Circular ( IAUC ) .",Science,0.4,1
"Around 8,000 species have been described , which may represent less than a tenth of the true global millipede diversity .",Over 700 species have been described .,Science,0.69,1
"He spent a total of 489 days in space , including 19 hours and 33 minutes working outside the spacecraft./",He has spent a total of 489 days in space .,Science,0.43,1
"The largest group of minerals by far is the silicates ( most rocks are ≥95 % silicates ) , which are made largely of silicon and oxygen , also with ions of aluminium , magnesium , iron , calcium and other metals .","The largest group of minerals by far is the silicates ( most rocks are ≥95 % silicates ) , which are composed largely of silicon and oxygen , with the addition of ions of aluminium , magnesium , iron , calcium and other metals .",Science,0.44,1
The time between fertilization of an ovum and the birth of the young is called the gestation period .,The time interval of a gestation is called the `` gestation period '' .,Science,0.49,1
"His first design was a tube with pairs of mirrors at one end , pairs of translucent disks at the other , and beads between the two .","His initial design was a tube with pairs of mirrors at one end , pairs of translucent disks at the other , and beads between the two .",Science,0.33,1
The gene pool was small and many kittens died .,The genetic pool was very limited and many kittens died .,Science,0.27,1
It is a word used in microbiology to describe organisms based on how they get electrons for respiration ( breathing ) .,This term is used in microbiology to classify and describe organisms based on how they obtain electrons for their respiration processes .,Science,0.55,1
"For one particle that only moves in one direction in space , the Schrödinger equation looks like :","For a particle in one dimension , the Hamiltonian is :",Science,0.61,1
"A large synchrotron laboratory will have many beamlines , each optimized for a particular field of research .","At a large synchrotron facility there will be many beamlines , each optimised for a particular field of research .",Science,0.53,1
The similarity between cephalopod and vertebrate eyes is an examples of convergent evolution .,Superficial similarities between cephalopod and vertebrate eyes are thought to be examples of convergent evolution .,Science,0.49,1
Similar ( but extremely porous ) deposits formed from ambient-temperature water are known as tufa .,Similar ( but softer and extremely porous ) deposits formed from ambient-temperature water are known as tufa .,Science,0.42,1
In 1920 he was Professor of the Franz Liszt Academy in Budapest .,"In 1920 , he became a professor at the Franz Liszt Academy in Budapest .",Science,0.34,1
"In the absence of the centrosome , the microtubules of the spindle are focused by motors allowing the formation of a bipolar spindle .",In the absence of the centrioles the microtubules of the spindle are focused by motors allowing the formation of a bipolar spindle .,Science,0.53,1
"Another theory to explain the massive outbursts of Eta Carinae is the idea of a deeply situated hydrodynamic explosion , blasting off parts of the star’s outer layers .","Another theory to explain the massive outbursts of , for example , Eta Carinae is the idea of a deeply situated hydrodynamic explosion , blasting off parts of the star 's outer layers .",Science,0.53,1
"After he had been suffering serious pains in his stomach and was vomiting went to see the Canadiens ' physician David Mulder , who , after many tests discovered the cancer .","He was suffering serious pains in stomach and vomiting and went to see the Canadiens ' physician David Mulder , who , after several tests , discovered the cancer .",Science,0.56,1
"In the context where it is defined , the derivative of a function measures the rate of change of function ( output ) values with respect to change in input values .","In the context where it is defined , the derivative of a function is a measure of the rate of change of function values with respect to change in input values .",Science,0.31,1
An exothermic reaction is a reaction where the substances ( things ) reacting ( reactants ) release energy in the form of heat .,An exothermic reaction is a chemical reaction that releases energy by light or heat .,Science,0.57,1
"James Challis ( 12 December 1803 – 3 December 1882 ) was an English clergyman , physicist and astronomer .","James Challis FRS ( 12 December 1803 – 3 December 1882 ) was an English clergyman , physicist and astronomer .",Science,0.89,1
"In anapsids ( turtles ) there are none , in synapsids ( mammals and their extinct relatives ) there is one , and in most diapsids ( non-anapsid reptiles , including dinosaurs and birds ) there are two .","In anapsids , the ancestral condition , there are none , in synapsids ( mammals and their extinct relatives ) there is one , and in most diapsids ( including birds , crocodilians , squamates , and tuataras ) , there are two .",Science,0.36,1
"The Lake Mungo results were due to thermoremanent magnetization , ruling out a sedimentological phenomena .","The Lake Mungo results were due to thermoremanent magnetization , ruling out a sedimentological phenomenon .",Science,0.78,1
"By traveling , an observer can come into contact with a greater region of space-time than an observer who remains still , so that the observable universe for the former is larger than for the latter .","By traveling , an observer can come into contact with a greater region of spacetime than an observer who remains still .",Science,0.51,1
"Mainland colonies probably only became possible in recent times due to fewer predators , although the Betty 's Bay colony has been attacked by leopards .","Mainland colonies probably only became possible in recent times due to the reduction of predator numbers , although the Betty 's Bay colony has been attacked by leopards .",Science,0.29,1
Most ballistic mathematical models and hence tables or software assume that one specific drag function correctly describes the drag and hence the flight characteristics of a bullet related to its ballistics coefficient .,Most ballistic mathematical models and hence tables or software take for granted that one specific drag function correctly describes the drag and hence the flight characteristics of a bullet related to its ballistic coefficient .,Science,0.42,1
RNA-processing reactions and protein synthesis on ribosomes are catalysed by RNA .,RNA-processing reactions and protein synthesis on ribosomes in particular are catalysed by RNA .,Science,0.6,1
"By the late 1870s Norfolk pines , eucalyptus , bamboo , and banana trees grew at the highest point of the island , Green Mountain , creating a tropical forest covered with clouds .","By the late 1870s Norfolk pines , eucalyptus , bamboo , and banana trees grew in profusion at the highest point of the island , Green Mountain , creating a tropical cloud forest .",Science,0.26,1
`` Stegosaurus '' had very short forelimbs in relation to its hind legs .,"`` Stegosaurus '' did have very short fore limbs , in relation to its hind legs .",Science,0.3,1
"Walter Isaacson ( born May 20 , 1952 ) is an American businessman and journalist .","Walter Isaacson ( born May 20 , 1952 ) is an American writer and journalist .",Science,0.26,0
"After passing near Guam , it strengthened quickly and reached its highest winds of 305 km/h ( 190 mph ) and a worldwide record low barometric pressure of 870 mbar ( hPa , 25.69 inHg ) on October 12 .","After passing Guam , Tip rapidly intensified and reached peak winds of and a worldwide record-low sea-level pressure of on October 12 .",Science,0.31,1
"For instance , galactose and glucose are both aldohexoses , but they have different chemical and physical properties .","For instance , galactose and glucose are both aldohexoses , but have different physical structures and chemical properties .",Science,0.52,1
"The hurricane strengthened very quickly on September 15 , and became a major Category 3 hurricane .","The storm weakened late on September 17 , and became a tropical storm .",Science,0.28,1
"In January 2011 , he was nominated for the Academy Award for Best Documentary for the movie .","In January 2011 , he was nominated for the Academy Award for Best Documentary for the film .",Science,0.28,0
"He also found early horses , the Cretaceous and Jurassic dinosaurs `` Apatosaurus '' and `` Allosaurus '' , and described the toothed birds of the Cretaceous ; `` Ichthyornis '' and `` Hesperornis '' .","He also found early horses , flying reptiles , Cretaceous and Jurassic dinosaurs such as `` Triceratops '' , `` Stegosaurus '' , `` Apatosaurus '' and `` Allosaurus '' , and described the toothed birds of the Cretaceous `` Ichthyornis '' and `` Hesperornis '' .",Science,0.65,1
"The primitive nature of `` Saturnalia '' , and its mixture of sauropodomorph and theropod characteristics , has made it difficult to classify .","The primitive nature of `` Saturnalia '' , combined with its mixture of sauropodomorph and theropod characteristics , has made it difficult to classify .",Science,0.24,1
They like to rest on ice floe and will move farther north for denser ice .,They prefer to rest on ice floe and will move farther north for denser ice .,Science,0.31,1
"For example , in SI units , a loop of current with current I and area A has magnetic moment I×A ( see below ) , but in Gaussian units the magnetic moment is I×A/c .","For example , in SI units , a loop of current with current `` I '' and area `` A '' has magnetic moment `` IA '' ( see below ) , but in Gaussian units the magnetic moment is `` IA '' / '' c '' .",Science,0.33,1
Rainfall along southeastern Massachusetts reached 0.33 inches at Chatham .,Rainfall along southeastern Massachusetts reached 0.33 inches ( 8.38 mm ) at Chatham .,Science,0.24,1
The species magnificent tree frog ( `` Litoria splendida '' ) and the giant tree frog ( `` Litoria infrafrenata '' ) are similar to the green tree frog .,The species belongs to the genus `` Litoria '' .,Science,0.32,1
"Since the molecule has multiple negative charges at physiological pH , a cation is present in salts of chondroitin sulfate .","Rather , since the molecule has multiple negative charges at physiological pH , a cation is present in salts of chondroitin sulfate .",Science,0.6,1
`` Megalania '' is the land-based lizard known to have existed .,Megalania is the largest terrestrial lizard known to have existed .,Science,0.43,1
The closest relatives of clawed lobsters are the reef lobster `` Enoplometopus '' and the three groups of freshwater crayfish .,The closest living relatives of clawed lobsters are the reef lobsters and the three families of freshwater crayfish .,Science,0.33,1
"For botanical nomenclature , the `` ICBN '' prescribes a two-part name or binary name for any taxon below the rank of genus down to , and including the rank of species .","For botanical nomenclature , the `` ICN '' prescribes a two-part name or binary name for any taxon below the rank of genus down to , and including the rank of species .",Science,0.42,1
It has been hailed as the first definite physical proof that birds from some of the modern groups lived in the Mesozoic .,It has been hailed as the first definitive physical proof that representatives of some of the groups of modern birds lived in the Mesozoic .,Science,0.73,1
These injuries may be caused by fragments of the explosive device and other objects within the blast zone being propelled by the force of the explosion .,Secondary injuries are caused by fragmentation and other objects propelled by the explosion .,Science,0.26,0
"The composition of the Earth 's atmosphere changes as result of natural processes such as volcano emissions , lightning and bombardment by solar particles from the Sun 's corona .","The composition of the Earth 's atmosphere changes as result of natural processes such as volcano emissions , lightning and bombardment by solar particles from corona .",Science,0.39,1
"Shortly after this meeting , the former student published a census of all the Akitas in Japan .","Shortly after this meeting , the former student published a documented census of Akitas in Japan .",Science,0.29,0
"Wolfgang Köhler ( 21 January 1887 – 11 June 1967 ) was a German psychologist who , like Max Wertheimer and Kurt Koffka , helped create Gestalt psychology .","Wolfgang Köhler ( 21 January 1887 – 11 June 1967 ) was a German psychologist and phenomenologist who , like Max Wertheimer , and Kurt Koffka , contributed to the creation of Gestalt psychology .",Science,0.39,1
"Major habitat types are identified : polar , temperate shelfs and seas , temperate upwelling , tropical upwelling , tropical coral , pelagic , abyssal , and hadal ( ocean trench ) — which correspond to the terrestrial biomes .","Major habitat types are identified : polar , temperate shelves and seas , temperate upwelling , tropical upwelling , tropical coral , pelagic ( trades and westerlies ) , abyssal , and hadal ( ocean trench ) .",Science,0.62,1
"Lewis acids such as boron trifluoride , zinc chloride , iron chloride , and aluminium chloride are also useful catalysts .","Lewis acids such as boron trifluoride , zinc chloride , iron ( III ) chloride , and aluminium chloride are also useful catalysts .",Science,0.49,1
"The extra weight was largely due to its extensive armour , including the large spines projecting from its neck .","The extra weight was largely due to its extensive covering of bony armor , including the characteristically large spines projecting from its neck .",Science,0.38,1
"The Aphelion Imaging Software Suite is used by students , researchers , engineers , and software developers in application domains requiring image processing and computer vision , such as :","The Aphelion Imaging Software Suite is used by students , researchers , engineers , and software developers in many application domains involving image processing and computer vision , such as :",Science,0.46,1
"In the late 1990s , anthropologist Stanley Ambrose suggested that a volcanic winter induced by this eruption reduced the human population to about 2,000 20,000 , resulting in a population bottleneck .","In the late 1990s , anthropologist Stanley Ambrose proposed that a volcanic winter induced by this eruption reduced the human population to about 2,000 - 20,000 individuals , resulting in a population bottleneck ( `` see '' Toba catastrophe theory ) .",Science,0.54,1
Arsenic fluoride can refer to either of these chemical compounds :,Arsenic fluoride may refer to either of the following :,Science,0.23,1
"Over the next couple of days the system gradually developed further , before late on June 16 , the JMA , JTWC and PAGASA , all reported that the system had developed into a tropical depression , with PAGASA naming it as Egay .","Over the next day the system gradually developed further , before the JTWC initiated advisories on the system and designated it as Tropical Depression 01W .",Science,0.28,0
"While it was thought that Cindy did not originally reach hurricane strength , but post-season reanalysis confirmed the upgrade .","Initially it was felt that Cindy did not reach hurricane strength , but post-season reanalysis confirmed the upgrade to Category 1 status .",Science,0.48,1
A lipase is an enzyme that catalyzes the formation or cleavage ( hydrolysis ) of fats ( lipids ) .,"A lipase ( , , ) is an enzyme that catalyzes the hydrolysis of fats ( lipids ) .",Science,0.47,1
Their life cycle is from 14 hours to 36 hours .,Their life cycle ranges from 14 to 36 days .,Science,0.35,1
"Its embers flared up again briefly in 2000 when one of the leading figures , Ernst Nolte , was awarded a literary prize .","It flared up again briefly in 2000 when one of its leading figures , Ernst Nolte , was awarded the Konrad Adenauer Prize for science .",Science,0.89,1
"Anomalocaris ( `` abnormal shrimp '' ) is an extinct genus of anomalocaridid , which are , in turn , thought to be closely related to the arthropods .","Anomalocaris ( `` abnormal shrimp '' ) is an extinct genus of anomalocaridid , a family of animals thought to be closely related to ancestral arthropods .",Science,0.44,1
Theoretical subjects included for ATPL applicants are :,Theoretical subjects included in the examination of ATPL applicants are :,Science,0.45,1
"This is a wisdom that takes lifetimes of listening , observing and experiencing ... There is a deep understanding of human nature and the environment ... sites hold 'feelings ' which can not be described in physical terms ... subtle feelings that resonate through the bodies of these people..",There is a deep understanding of human nature and the environment.. sites hold 'feelings ' which can not be described in physical terms.. subtle feelings that resonate through the bodies of these people..,Science,0.3,0
NASA used the CCD to send clear pictures to Earth back from space .,The CCD allowed NASA to send clear pictures to Earth back from space .,Science,0.76,1
"Observations of atmospheric chemistry are made in observatories such as that on Mauna Loa and on mobile platforms such as aircraft , ships and balloons .",Observations of atmospheric chemistry are made in observatories such as that on Mauna Loa and on mobile platforms such as aircraft ( e.g .,Science,0.7,1
He was best known for his work on nucleic acid structure and function .,work on nucleic acid structure and function .,Science,0.9,1
An important change in the behavior of humans happened because of their control of fire and the light that came from the fire .,An important change in the behavior of humans was brought about by the control of fire and its accompanying light .,Science,0.4,0
"Sagan is said to have been an atheist or agnostic , but some people have said he was a pantheist , because he said things like `` The idea that God is an oversized white male with a flowing beard who sits in the sky and tallies the fall of every sparrow is ludicrous .","In another description of his view on the concept of God , Sagan emphatically wrote : The idea that God is an oversized white male with a flowing beard who sits in the sky and tallies the fall of every sparrow is ludicrous .",Science,0.28,0
"1794 - 1830 ) , was an English botanist , and an artist who illustrated plants .","1794 - 1830 ) , was an English botanist , botanical artist and engraver .",Science,0.76,1
"The fossils that have been found are the remains of ancient mammals , birds and reptiles of Oligocene and Miocene epochs .","The 100 km area has fossil remains of ancient mammals , birds and reptiles of Oligocene and Miocene age .",Science,0.46,1
"In addition to reducing waste , SPC can lead to a reduction in the time required to produce the product or service from end-to-end .","In addition to reducing waste , SPC can lead to a reduction in the time required to produce the product .",Science,0.39,0
"An estimated 5,000 to 15,000 musk oxen , as well as many polar bears and walrus , can be found near the coastal regions of the park .","An estimated 5,000 to 15,000 musk oxen , as well as numerous polar bears and walrus , can be found near the coastal regions of the park .",Science,0.25,1
Most of the aquatic life in the Norwegian Sea is in the upper layers .,Most of the aquatic life in the Norwegian Sea is concentrated in the upper layers .,Science,0.33,1
"About 1300 species of this small creature ( 1-8 mm ) are known worldwide , with about 360 species of 36 different genera in Europe and some 800 species in North America .","About 1300 species of this generally very small creature ( 1-8 mm ) are known worldwide , with about 360 species of 36 different genera in Europe and some 800 species in North America .",Science,0.4,1
"In 1916 , Ohio State was the first university in Ohio to be in the Association of American Universities .","In 1916 , Ohio State was elected into membership in the Association of American Universities .",Science,0.28,0
"Also called eyelid geckos , the eublepharines have more simple features than other geckos .","Also called eyelid geckos , the eublepharines have more primitive features than other geckos .",Science,0.28,1
Eucalyptus dives or broad-leaved peppermint is a small tree found in the temperate dry sclerophyll woodlands and forests of south-eastern Australia .,Eucalyptus dives or broad-leaved peppermint is a small tree native to temperate dry sclerophyll woodlands and forests of south-eastern Australia .,Science,0.25,1
Studies on how FGM affects women 's ability to have sex have also been small .,Studies on sexual function have also been small .,Science,0.72,1
"In astronomy , the unit is sometimes used in `` kilometres per second '' ( equivalent to 1000 metres per second ) .",1 kilometre per second is equivalent to :,Science,0.3,1
"Google search was originally developed by Larry Page and Sergey Brin in 1997 , based on earlier search-engine designs .",It was originally developed by Larry Page and Sergey Brin in 1997 .,Science,0.31,1
It can be proved that there exists a unique integer quotient `` q '' and a unique real remainder `` r '' such that `` a '' = '' qd '' + '' r '' with 0≤ '' r '' < | '' d '' | .,It can be proved that there exists a unique integer quotient `` q '' and a unique floating-point remainder `` r '' such that `` a '' = '' qd '' + '' r '' with 0 ≤ '' r '' < | '' d '' | .,Science,0.49,1
"A vaccine is a medication , usually made from something that is or was alive , that gives immunity to a particular bacterial or viral disease .",A vaccine is a biological preparation that provides active acquired immunity to a particular disease .,Science,0.62,1
His work has spanned genres from serious Shakespearean and modern theatre to popular fantasy and science fiction movies .,McKellen 's work spans genres ranging from Shakespearean and modern theatre to popular fantasy and science fiction .,Science,0.56,0
The condition was named in 1875 by Romanian physician Victor Babeş .,The term was coined in 1875 by Romanian physician Victor Babeş .,Science,0.39,1
The social bias towards members of one’s own sex can develop early in children .,It appears that the social bias towards members of one’s own sex can develop early in children .,Science,0.53,1
Wallace studied the distribution of flora and fauna in the Amazon Basin and the Malay Archipelago in the mid-19th century .,Alfred Russel Wallace studied the distribution of flora and fauna in the Amazon Basin and the Malay Archipelago in the mid-19th century .,Science,0.79,1
"The adult females usually lay eggs near the nests of possible hosts , often in the burrows of solitary bees , wasps or beetles .","The adult females usually deposit eggs in the vicinity of possible hosts , quite often in the burrows of beetles or wasps/solitary bees .",Science,0.25,1
"At their peak in the Palaeozoic era the brachiopods were among the most abundant filter-feeders and reef-builders , and occupied other ecological niches , including swimming in the jet-propulsion style of scallops .","At their peak in the Paleozoic era , the brachiopods were among the most abundant filter-feeders and reef-builders , and occupied other ecological niches , including swimming in the jet-propulsion style of scallops .",Science,0.48,1
The novel was recommended as one of the ten best books of 1995 by the American Library Association .,It was recommended as one of the ten best books of 1995 by the American Library Association .,Science,0.26,0
"The Gardens ' library has important collections of botanical books , journals , CD-ROMs and maps .","The Gardens ' library has significant collections of botanical books , journals , CD-ROMs and maps .",Science,0.37,0
"The glass is shaped when either fully molten , by casting , or when in a state of toffee-like viscosity , by methods such as blowing to a mold .","The glass is shaped when either fully molten , by casting , or when in a state of toffee-like viscosity , by methods such as blowing into a mold .",Science,0.29,1
"Since 1992 , he is professor for `` harmonic analysis and Operator theory '' at the Chemnitz University of Technology .","Since 1992 , the professor for `` Harmonic Analysis and Operator theory '' at the Chemnitz University of Technology .",Science,0.82,1
The dome built to house the Oddie telescope was the first Commonwealth building built in the new Australian Capital Territory .,The dome built to house the Oddie telescope was the first Commonwealth building constructed in the newly established Australian Capital Territory .,Science,0.35,0
"Typically , oceanic anoxic events last for under half a million years , before a full recovery .","Typically , oceanic anoxic events lasted for less than a million years , before a full recovery .",Science,0.48,1
It weakened to a depression late August 10 but restrengthened back into a storm 24 hours later when it encountered a small area of warm water .,"It weakened to a depression late August 10 , but restrengthened back into a storm 24 hours later when it encountered a small area of warmer water .",Science,0.27,0
Mammalian RBCs are unique among vertebrates as they are non-nucleated cells in their mature form .,Mammalian erythrocytes are unique among the vertebrates as they are non-nucleated cells in their mature form .,Science,0.45,1
Note that this estimated mean may be different from the sample mean of the ungrouped data .,Note that the result of this will be different from the sample mean of the ungrouped data .,Science,0.28,1
Ancient philosophers as far back as Thales of Miletus had the idea that there is some underlying substance of which everything is made .,Ancient philosophers as far back as Thales of Miletus 550 BCE had inklings of the conservation of some underlying substance of which everything is made .,Science,0.26,1
"This footage is still shown to engineering , architecture , and physics students as an example of what can go wrong .","This footage is still shown to engineering , architecture , and physics students as a cautionary tale .",Science,0.8,1
"Some of the computer models showed that the weakening tropical storm could be absorbed by a developing low to the west , which a few days later became Hurricane Epsilon .","Some of the computer models suggested the weakening tropical storm could be absorbed by a developing low to the west , which a few days later became Hurricane Epsilon .",Science,0.31,1
The North American fauna was typical northern eutheria ( supplemented with Afrotherian proboscids ) .,The North American fauna was a typical boreoeutherian one ( supplemented with Afrotherian proboscids ) .,Science,0.38,1
A soil with a lot of clay is called a `` clay soil texture '' .,A soil is called organic if :,Science,0.49,1
"The spiral has the property that the angle ɸ between the tangent and radial line at the point ( `` r '' , θ ) is constant .",The spiral has the property that the angle formula_11 between the tangent and radial line at the point formula_1 is constant .,Science,0.35,1
"Though Babbage 's engine was never built , Lovelace 's notes are important in the early history of computers .",Lovelace 's notes are important in the early history of computers .,Science,0.28,0
"If the urine has significant bacteria , but there are no symptoms , the condition is known as asymtomatic bacteriuria .","If the urine contains significant bacteria but there are no symptoms , the condition is known as asymptomatic bacteriuria .",Science,0.3,1
In 1941 Hurwicz was helping Paul Samuelson to teach at the Massachusetts Institute of Technology and helping Oskar Lange to teach at the University of Chicago .,In 1941 Hurwicz was a research assistant to Paul Samuelson at the Massachusetts Institute of Technology and to Oskar Lange at the University of Chicago .,Science,0.77,1
"The first true stainless steel , a 0.24wt % C , 12.8wt % Cr ferrous alloy , was produced by Brearley in an electric furnace on 13 August 1913 .","It is reported that the first true stainless steel , a 0.24wt % C , 12.8wt % Cr ferrous alloy , was produced by Brearley in an electric furnace on 13 August 1913 .",Science,0.42,1
"One Day in the Life of Ivan Denisovich is a novel written by Aleksandr Solzhenitsyn , first published in November 1962 in the Soviet literary magazine `` Novy Mir '' ( `` New World '' ) .","One Day in the Life of Ivan Denisovich ( `` Odin den ' Ivana Denisovicha '' ) is a novel written by Aleksandr Solzhenitsyn , first published in November 1962 in the Soviet literary magazine `` Novy Mir '' ( `` New World '' ) .",Science,0.23,0
He was held in Scottish prisons until he was released on compassionate grounds on 20 August 2009 because he had terminal prostate cancer .,Doctors reported on 10 August 2009 that he had terminal prostate cancer .,Science,0.35,1
"The Geraniales are a small order of flowering plants , included within the rosid subgroup of dicotyledons .","Geraniales are a small order of flowering plants , included within the rosid subgroup of eudicots .",Science,0.28,1
"Among women , research by Russell ( 1986 ) and Wyatt ( 1985 ) has given estimates as high as twenty percent ( for such 'incest experience ' ) .","Among women , research has yielded estimates as high as 20 % .",Science,0.52,1
"On 8 July 1680 , Hooke observed the nodal patterns associated with the mode of vibration of glass plates .","On 8 July 1680 , Hooke observed the nodal patterns associated with the modes of vibration of glass plates .",Science,0.73,1
"In 2011 , there were 166 universities in Turkey .","By 2011 , there were 166 universities in Turkey .",Science,0.31,0
"However , by 1999 he was no longer recommending IDEA due to the availability of faster cryptographic algorithms , some progress in its cryptanalysis , and the issue of patents .","However , by 1999 he was no longer recommending IDEA due to the availability of faster algorithms , some progress in its cryptanalysis , and the issue of patents .",Science,0.38,1
"The disadvantage of Grignard reagents is that they readily react with protic solvents ( such as water ) , or with functional groups with acidic protons , such as alcohols and amines .",A limitation of Grignard reagents is that they do not readily react with alkyl halides via an S2 mechanism .,Science,0.42,1
It supports the structures of the face and forms a protective cavity for the brain .,It supports the structures of the face and provides a protective cavity for the brain .,Science,0.56,1
"The basin is deep in places and is estimated to contain of groundwater ( water in the soil , below ground level ) .",The basin is deep in places and is estimated to contain of groundwater .,Science,0.42,1
His work during that project on the production and detection of radio frequency power and on the absorption of such RF power by matter laid the background for Rabi 's discovery of NMR .,His work during that project on the production and detection of radio frequency power and on the absorption of such RF power by matter laid the foundation for Rabi 's discovery of NMR .,Science,0.8,1
Europeans first reported using quinine against malaria in Rome in 1631 .,It was first used to treat malaria in Rome in 1631 .,Science,0.43,1
"The aim for the reconnaissance is to clear up the reasons of the specific disease origin- sources of the infection in extreme situations , including local wars and armed conflicts , the ways of the infection transfer and all factors promoting to the infestation .","The aim for the reconnaissance was to clear up the reasons of the specific disease origin- sources of the infection in various extreme situations , including local wars and armed conflicts , the ways of the infection transfer and all factors promoting to the infestation .",Science,0.49,1
The historical photography process used gum arabic mixed with ammonium or potassium dichromate and pigment to create a coloured photographic emulsion that becomes relatively insoluble in water upon exposure to ultraviolet light .,The historical photography process of gum bichromate photography uses gum arabic mixed with ammonium or potassium dichromate and pigment to create a coloured photographic emulsion that becomes relatively insoluble in water upon exposure to ultraviolet light .,Science,0.37,1
M84 is in the heavily populated inner core of the Virgo Cluster of galaxies .,M84 is situated in the heavily populated inner core of the Virgo Cluster of galaxies .,Science,0.36,1
"Sergej Ivanovich Ognew ( 1886–1951 ) was a Russian zoologist and naturalist , remembered for his work on mammalogy .","Sergej Ivanovich Ognew ( 1886–1951 ) was a Russian scientist , zoologist and naturalist , remembered for his work on mammalogy .",Science,0.87,1
The only Pacific hurricanes to strike Mexico at greater intensity were 1976 's Hurricane Madeline and an unnamed 1959 storm .,The only Pacific hurricanes to strike Mexico at a greater intensity were Patricia of 2015 and Madeline of 1976 .,Science,0.25,0
"At Jabiru , the average maximum temperature for June-July is 32 °C .","At Jabiru , the average maximum temperature for January is 33 °C .",Science,0.3,0
`` Walking Trees : Teaching Teachers in New York City Schools '' is the story of Ralph Fletcher 's work in the New York City school system as a teacher trainer program to teach teachers about writing .,Walking Trees : Teaching Teachers in New York City Schools is a book by Ralph Fletcher .,Science,0.27,0
"Tropical Storm Franklin suffered a lot of wind shear related with the development of Tropical Storm Gert , which made the forecasters at the National Hurricane Center to say that Franklin could be destroyed in the next few days .","Tropical Storm Franklin suffered high levels of wind shear associated with the development of Tropical Storm Gert , which led the forecasters at the National Hurricane Center to say that Franklin could be torn apart in the next few days .",Science,0.34,1
"He was soon a frequent visitor to Down House , and became the closest of Darwin 's younger friends .","The youth was soon a frequent visitor to Down House , and became the closest of Darwin’s younger friends .",Science,0.37,0
